beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
511,TikTok,Musik,Ein Erlebnis in einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#einen #mehr,Influencer,"Bildung, Essen"
512,Facebook,Essen,Viele Menschen demonstrieren für eine Aktion zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,negativ,#aktion #demonstrieren,Influencer,"Klima, Sport"
513,Facebook,Reisen,Heute gab es eine Demo für Klimaschutz.,Publikum mit bunten Lichtern,positiv,#eine #klimaschutz,Privatperson,"Reisen, Musik"
514,Instagram,Klima,Gemeinsam für eine Diskussion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#für #faire,Partei,"Klima, Essen"
515,TikTok,Musik,Wir brauchen dringend ein Konzert in mehr Fahrradwege.,Publikum mit bunten Lichtern,positiv,#in #dringend,NGO,"Musik, Bildung"
516,TikTok,Wirtschaft,Heute gab es eine Demo für soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,negativ,#es #gab,Unternehmen,"Klima, Politik"
517,Facebook,Essen,Viele Menschen demonstrieren für eine Diskussion zu faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#für #menschen,Influencer,"Musik, Essen"
518,Instagram,Musik,Gemeinsam für eine Diskussion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#gemeinsam #gerechtigkeit,NGO,"Essen, Musik"
519,Facebook,Bildung,Wir brauchen dringend eine Diskussion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#gerechtigkeit #zu,Influencer,"Technologie, Bildung"
520,Instagram,Wirtschaft,Viele Menschen demonstrieren für eine Diskussion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#eine #diskussion,Influencer,"Bildung, Sport"
521,Facebook,Technologie,Heute gab es ein Treffen mit kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#ein #vielfalt,NGO,"Politik, Bildung"
522,Facebook,Sport,Heute gab es ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#jugendpolitik #ein,Privatperson,"Technologie, Politik"
523,TikTok,Bildung,Viele Menschen demonstrieren für eine Wanderung durch Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,neutral,#wanderung #menschen,Unternehmen,"Essen, Musik"
524,TikTok,Bildung,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#zu #einen,Influencer,"Technologie, Bildung"
525,TikTok,Politik,So sieht ein Konzert in kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#ein #so,Privatperson,"Technologie, Musik"
526,TikTok,Bildung,Ein Erlebnis in ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#mit #in,Influencer,"Essen, Bildung"
527,Instagram,Politik,Ich war gestern bei eine Diskussion zu faire Löhne.,Zelt mit Transparenten im Stadtpark,negativ,#war #ich,NGO,"Bildung, Reisen"
528,Facebook,Essen,So sieht eine Diskussion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#diskussion #sieht,Unternehmen,"Essen, Technologie"
529,Facebook,Klima,Viele Menschen demonstrieren für eine Aktion zu gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#viele #demonstrieren,Influencer,"Politik, Musik"
530,Instagram,Reisen,So sieht einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#mehr #einen,Unternehmen,"Wirtschaft, Bildung"
531,Instagram,Klima,Gemeinsam für eine Wanderung durch digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#eine #digitale,Influencer,"Sport, Musik"
532,Facebook,Politik,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#soziale #wir,Privatperson,"Reisen, Technologie"
533,TikTok,Politik,Ein Erlebnis in eine Aktion zu Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#eine #aktion,Privatperson,"Wirtschaft, Technologie"
534,TikTok,Musik,Gemeinsam für eine Diskussion zu soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#zu #diskussion,Partei,"Reisen, Politik"
535,TikTok,Klima,So sieht einen Workshop zu Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#jugendpolitik #sieht,Influencer,"Bildung, Klima"
536,TikTok,Reisen,Endlich wieder eine Diskussion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,negativ,#eine #zu,Unternehmen,"Klima, Musik"
537,TikTok,Technologie,Ich war gestern bei ein Konzert in Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#in #bei,Partei,"Bildung, Reisen"
538,Facebook,Sport,Wir brauchen dringend eine Wanderung durch Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#eine #wanderung,Influencer,"Essen, Wirtschaft"
539,Instagram,Wirtschaft,Ich war gestern bei eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,positiv,#eine #ich,Partei,"Politik, Musik"
540,Facebook,Klima,Heute gab es eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#fahrradwege #heute,Influencer,"Klima, Sport"
541,Facebook,Bildung,Gemeinsam für einen Workshop zu mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#fahrradwege #zu,Privatperson,"Bildung, Technologie"
542,Facebook,Musik,Wir brauchen dringend eine Diskussion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#diskussion #eine,Influencer,"Wirtschaft, Bildung"
543,Facebook,Bildung,So sieht eine Wanderung durch digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#teilhabe #eine,Partei,"Sport, Wirtschaft"
544,Instagram,Sport,Endlich wieder eine Demo für Demokratie.,eine Bühne mit Rednerin im Rampenlicht,negativ,#endlich #eine,Unternehmen,"Bildung, Musik"
545,TikTok,Wirtschaft,Ich war gestern bei eine Diskussion zu Bildung.,Kind mit Buch auf einer Wiese,negativ,#zu #war,Influencer,"Wirtschaft, Sport"
546,Facebook,Musik,So sieht eine Wanderung durch Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wanderung #jugendpolitik,Influencer,"Sport, Wirtschaft"
547,TikTok,Wirtschaft,Viele Menschen demonstrieren für einen Vortrag über kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#menschen #vortrag,Influencer,"Wirtschaft, Klima"
548,Instagram,Wirtschaft,Gemeinsam für ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#für #ein,Privatperson,"Essen, Bildung"
549,Instagram,Technologie,So sieht eine Demo für faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#löhne #sieht,Privatperson,"Sport, Essen"
550,Facebook,Essen,Ich war gestern bei eine Aktion zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#bei #war,Privatperson,"Sport, Wirtschaft"
551,TikTok,Musik,Ein Erlebnis in eine Wanderung durch gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#durch #wanderung,Influencer,"Reisen, Sport"
552,Facebook,Wirtschaft,Ich war gestern bei einen Workshop zu Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#gestern #bei,Partei,"Wirtschaft, Sport"
553,Facebook,Wirtschaft,Wir brauchen dringend einen Workshop zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#zu #einen,NGO,"Sport, Essen"
554,TikTok,Politik,Ein Erlebnis in eine Wanderung durch Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#jugendpolitik #erlebnis,Privatperson,"Wirtschaft, Reisen"
555,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,positiv,#menschen #viele,Privatperson,"Bildung, Politik"
556,TikTok,Wirtschaft,Wir brauchen dringend eine Aktion zu Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#brauchen #demokratie,Privatperson,"Wirtschaft, Bildung"
557,TikTok,Reisen,So sieht einen Workshop zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#sieht #bildung,Privatperson,"Reisen, Essen"
558,TikTok,Essen,Wir brauchen dringend ein Konzert in digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#teilhabe #wir,Influencer,"Reisen, Politik"
559,Facebook,Reisen,Ein Erlebnis in einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#in #einen,NGO,"Bildung, Sport"
560,Instagram,Essen,Gemeinsam für eine Wanderung durch Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#für #wanderung,Influencer,"Sport, Musik"
561,Instagram,Wirtschaft,So sieht ein Treffen mit Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#mit #treffen,Privatperson,"Technologie, Politik"
562,Instagram,Reisen,Gemeinsam für einen Workshop zu digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#digitale #zu,Influencer,"Sport, Essen"
563,TikTok,Sport,Gemeinsam für einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#jugendpolitik #für,Privatperson,"Technologie, Bildung"
564,TikTok,Sport,Endlich wieder einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#endlich #einen,NGO,"Musik, Technologie"
565,TikTok,Politik,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,positiv,#soziale #gerechtigkeit,NGO,"Klima, Musik"
566,Facebook,Wirtschaft,So sieht ein Konzert in Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#demokratie #sieht,Privatperson,"Musik, Klima"
567,Instagram,Technologie,Ich war gestern bei eine Diskussion zu gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#zu #gestern,NGO,"Musik, Klima"
568,Instagram,Bildung,Ein Erlebnis in ein Konzert in mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#ein #fahrradwege,Partei,"Technologie, Musik"
569,Facebook,Reisen,Ein Erlebnis in ein Konzert in Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#in #klimaschutz,Influencer,"Technologie, Klima"
570,Facebook,Bildung,Heute gab es einen Vortrag über Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#vortrag #heute,Influencer,"Bildung, Musik"
571,Facebook,Bildung,Wir brauchen dringend einen Vortrag über digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,neutral,#über #einen,Partei,"Technologie, Bildung"
572,Facebook,Wirtschaft,So sieht ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#treffen #mehr,NGO,"Klima, Politik"
573,Facebook,Politik,Ein Erlebnis in eine Diskussion zu Demokratie.,Menschen mit Schildern vor dem Rathaus,neutral,#demokratie #in,Privatperson,"Klima, Sport"
574,Instagram,Musik,Heute gab es eine Demo für Demokratie.,Publikum mit bunten Lichtern,positiv,#für #heute,Partei,"Politik, Klima"
575,TikTok,Sport,Ich war gestern bei eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#gestern #eine,Partei,"Bildung, Politik"
576,Facebook,Sport,Endlich wieder einen Workshop zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,negativ,#einen #digitale,NGO,"Politik, Essen"
577,Instagram,Musik,Ein Erlebnis in einen Vortrag über Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#bildung #in,Privatperson,"Musik, Essen"
578,TikTok,Technologie,Wir brauchen dringend eine Diskussion zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bildung #dringend,Partei,"Sport, Wirtschaft"
579,TikTok,Sport,Ein Erlebnis in einen Workshop zu Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#ein #klimaschutz,NGO,"Bildung, Klima"
580,TikTok,Technologie,Ein Erlebnis in eine Aktion zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#ein #löhne,Partei,"Wirtschaft, Klima"
581,Facebook,Wirtschaft,Heute gab es einen Vortrag über Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#einen #es,NGO,"Musik, Wirtschaft"
582,Facebook,Bildung,So sieht eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#eine #so,Influencer,"Wirtschaft, Musik"
583,TikTok,Essen,Gemeinsam für eine Demo für Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#für #eine,Privatperson,"Technologie, Essen"
584,Facebook,Wirtschaft,Wir brauchen dringend eine Aktion zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#brauchen #zu,Unternehmen,"Klima, Essen"
585,TikTok,Politik,Endlich wieder eine Demo für gesunde Ernährung.,Kind mit Buch auf einer Wiese,negativ,#demo #endlich,Partei,"Sport, Technologie"
586,Instagram,Sport,So sieht einen Vortrag über Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#bildung #so,Influencer,"Politik, Sport"
587,Facebook,Klima,So sieht ein Treffen mit mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,negativ,#so #ein,Unternehmen,"Klima, Politik"
588,Facebook,Sport,Heute gab es eine Wanderung durch Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#durch #demokratie,Partei,"Bildung, Essen"
589,Facebook,Reisen,Ich war gestern bei ein Konzert in digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,positiv,#teilhabe #war,Unternehmen,"Technologie, Politik"
590,Instagram,Reisen,Viele Menschen demonstrieren für ein Konzert in Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#bildung #menschen,Partei,"Politik, Reisen"
591,Facebook,Musik,Ich war gestern bei eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#zu #ich,Partei,"Klima, Bildung"
592,TikTok,Musik,So sieht ein Treffen mit gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#ernährung #treffen,Influencer,"Bildung, Politik"
593,Facebook,Essen,Heute gab es eine Demo für Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#es #heute,NGO,"Essen, Technologie"
594,Instagram,Bildung,Ich war gestern bei einen Vortrag über mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#gestern #über,Unternehmen,"Politik, Musik"
595,Facebook,Klima,Heute gab es eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#mehr #zu,Unternehmen,"Wirtschaft, Sport"
596,Facebook,Technologie,Viele Menschen demonstrieren für eine Demo für mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,negativ,#für #für,Privatperson,"Technologie, Musik"
597,Facebook,Politik,So sieht einen Workshop zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,neutral,#fahrradwege #einen,Unternehmen,"Musik, Bildung"
598,TikTok,Klima,Viele Menschen demonstrieren für ein Konzert in soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,negativ,#viele #in,NGO,"Reisen, Klima"
599,Facebook,Musik,Heute gab es ein Treffen mit digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,negativ,#es #ein,Unternehmen,"Essen, Klima"
600,Facebook,Reisen,Wir brauchen dringend eine Diskussion zu Demokratie.,Zelt mit Transparenten im Stadtpark,positiv,#eine #demokratie,Influencer,"Wirtschaft, Technologie"
601,Instagram,Politik,Endlich wieder ein Treffen mit kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,neutral,#mit #kulturelle,Unternehmen,"Politik, Sport"
602,Instagram,Politik,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#zu #aktion,Privatperson,"Bildung, Wirtschaft"
603,Instagram,Essen,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#vielfalt #für,Unternehmen,"Essen, Wirtschaft"
604,Facebook,Technologie,Ich war gestern bei einen Workshop zu gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,positiv,#ich #workshop,Privatperson,"Technologie, Bildung"
605,Facebook,Bildung,Gemeinsam für ein Treffen mit Bildung.,Menschen mit Schildern vor dem Rathaus,neutral,#für #mit,NGO,"Politik, Essen"
606,Facebook,Politik,Wir brauchen dringend ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#konzert #dringend,Partei,"Essen, Wirtschaft"
607,Facebook,Musik,Heute gab es eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#gab #eine,Influencer,"Sport, Klima"
608,Facebook,Politik,Ich war gestern bei einen Vortrag über faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#einen #gestern,Partei,"Reisen, Technologie"
609,TikTok,Politik,Heute gab es eine Demo für soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,neutral,#heute #soziale,Privatperson,"Politik, Wirtschaft"
610,TikTok,Sport,Wir brauchen dringend eine Aktion zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,negativ,#brauchen #eine,Unternehmen,"Wirtschaft, Sport"
611,TikTok,Reisen,Wir brauchen dringend eine Diskussion zu mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#dringend #wir,Unternehmen,"Klima, Bildung"
612,Instagram,Politik,Ein Erlebnis in eine Demo für kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#eine #demo,Partei,"Wirtschaft, Essen"
613,Facebook,Sport,Wir brauchen dringend ein Treffen mit Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#ein #dringend,Unternehmen,"Klima, Bildung"
614,Instagram,Bildung,Viele Menschen demonstrieren für einen Vortrag über Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#über #menschen,Partei,"Technologie, Reisen"
615,Facebook,Musik,Ein Erlebnis in ein Treffen mit Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#jugendpolitik #treffen,Privatperson,"Bildung, Wirtschaft"
616,Facebook,Reisen,Heute gab es einen Workshop zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#workshop #heute,Unternehmen,"Politik, Klima"
617,Facebook,Klima,Gemeinsam für einen Workshop zu Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#gemeinsam #zu,Partei,"Musik, Wirtschaft"
618,Instagram,Bildung,Ich war gestern bei ein Konzert in faire Löhne.,Publikum mit bunten Lichtern,positiv,#bei #ich,Unternehmen,"Sport, Reisen"
619,TikTok,Sport,Endlich wieder eine Demo für mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#demo #wieder,NGO,"Sport, Reisen"
620,Instagram,Technologie,Ich war gestern bei einen Workshop zu Bildung.,Menschen mit Schildern vor dem Rathaus,neutral,#gestern #zu,Unternehmen,"Sport, Wirtschaft"
621,TikTok,Reisen,Endlich wieder ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#treffen #endlich,Unternehmen,"Wirtschaft, Politik"
622,Facebook,Technologie,Heute gab es eine Diskussion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#diskussion #es,NGO,"Klima, Politik"
623,Instagram,Sport,Gemeinsam für einen Workshop zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,neutral,#einen #zu,Unternehmen,"Reisen, Klima"
624,TikTok,Bildung,Endlich wieder eine Aktion zu Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#zu #wieder,Unternehmen,"Technologie, Klima"
625,Facebook,Reisen,Ich war gestern bei einen Vortrag über faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#faire #einen,Partei,"Sport, Wirtschaft"
626,Facebook,Bildung,So sieht einen Workshop zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,neutral,#teilhabe #workshop,NGO,"Musik, Bildung"
627,Instagram,Politik,Ein Erlebnis in eine Wanderung durch digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#ein #eine,Privatperson,"Reisen, Essen"
628,Instagram,Sport,Gemeinsam für eine Demo für mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,negativ,#eine #für,Partei,"Bildung, Wirtschaft"
629,Facebook,Bildung,So sieht eine Diskussion zu kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#zu #sieht,NGO,"Sport, Reisen"
630,Instagram,Wirtschaft,Gemeinsam für eine Diskussion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#faire #gemeinsam,Unternehmen,"Bildung, Klima"
