beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
475,Instagram,Klima,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#demokratie #basketball #engagement,Unternehmen,"Klima, Reisen"
476,Facebook,Musik,So sieht eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#chor #konzert #bandlife,NGO,"Klima, Politik"
477,Instagram,Musik,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,neutral,#chor #vinyl,Partei,"Musik, Bildung"
478,TikTok,Musik,Ich war gestern bei ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#beats #konzert #chor,Privatperson,"Wirtschaft, Technologie"
479,TikTok,Wirtschaft,Ein Erlebnis in eine Aktion zu Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#wahlen #demokratie #konzert,Unternehmen,"Essen, Musik"
480,Facebook,Politik,Wir brauchen dringend eine Aktion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,negativ,#meinemeinung #engagement #demokratie,Unternehmen,"Musik, Bildung"
481,Instagram,Wirtschaft,Heute gab es eine Diskussion zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#wanderlust #bildungfüralle #blockchain,Partei,"Klima, Reisen"
482,TikTok,Sport,Ich war gestern bei eine Diskussion zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#fussball #radfahren,NGO,"Klima, Politik"
483,TikTok,Bildung,Wir brauchen dringend eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#lernen #bildungfüralle #uni #wissen,NGO,"Sport, Essen"
484,TikTok,Wirtschaft,Ich war gestern bei einen Workshop zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#bildungfüralle #engagement #basketball,Influencer,"Reisen, Sport"
485,Facebook,Klima,Viele Menschen demonstrieren für eine Wanderung durch soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#blockchain #musikliebe #basketball,Privatperson,"Bildung, Politik"
486,TikTok,Wirtschaft,Heute gab es ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#musikliebe #klettern #meinemeinung,Partei,"Musik, Politik"
487,TikTok,Reisen,Viele Menschen demonstrieren für eine Aktion zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#citytrip #bergliebe,NGO,"Essen, Reisen"
488,Facebook,Essen,Endlich wieder eine Demo für Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#konzert #lernen #musikliebe,Influencer,"Klima, Essen"
489,TikTok,Wirtschaft,Endlich wieder einen Workshop zu Demokratie.,Publikum mit bunten Lichtern,negativ,#wanderlust #startups #bildungfüralle,Partei,"Wirtschaft, Reisen"
490,TikTok,Politik,Gemeinsam für ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#gerechtigkeit #wahlen,Privatperson,"Klima, Sport"
491,Facebook,Wirtschaft,Gemeinsam für ein Konzert in Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#citytrip #blockchain #robotik,Privatperson,"Politik, Musik"
492,Facebook,Bildung,Ich war gestern bei einen Vortrag über faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#uni #schule #lernen #wissen,Unternehmen,"Reisen, Essen"
493,TikTok,Essen,Wir brauchen dringend ein Treffen mit gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,positiv,#fussball #bildungfüralle #meinemeinung,NGO,"Technologie, Musik"
494,TikTok,Musik,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,positiv,#chor #bandlife #konzert,Influencer,"Wirtschaft, Essen"
495,TikTok,Klima,Endlich wieder ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#bandlife #gerechtigkeit #bergliebe,Unternehmen,"Essen, Reisen"
496,Instagram,Klima,So sieht ein Konzert in faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,neutral,#jamsession #uni #marathon,Partei,"Sport, Technologie"
497,Facebook,Wirtschaft,So sieht einen Vortrag über gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#klettern #meinemeinung #marathon,Unternehmen,"Wirtschaft, Klima"
498,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wanderlust #meerliebe,Partei,"Technologie, Sport"
499,Instagram,Technologie,Ein Erlebnis in ein Treffen mit kulturelle Vielfalt.,Publikum mit bunten Lichtern,neutral,#innovation #blockchain #robotik #ki,Privatperson,"Reisen, Sport"
500,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Demokratie.,Publikum mit bunten Lichtern,negativ,#meerliebe #citytrip,NGO,"Wirtschaft, Musik"
501,Facebook,Sport,Ein Erlebnis in eine Demo für Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#fitness #basketball #klettern #skaten,Unternehmen,"Reisen, Technologie"
502,Instagram,Sport,Viele Menschen demonstrieren für ein Konzert in mehr Fahrradwege.,Publikum mit bunten Lichtern,negativ,#klettern #marathon #fussball #radfahren,Partei,"Wirtschaft, Essen"
503,TikTok,Sport,Wir brauchen dringend ein Treffen mit faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#marathon #skaten #basketball,Unternehmen,"Technologie, Sport"
504,Facebook,Klima,Wir brauchen dringend eine Wanderung durch kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#marathon #vortrag #bergliebe,NGO,"Bildung, Wirtschaft"
505,Facebook,Technologie,Ich war gestern bei ein Konzert in gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#digitalisierung #blockchain #ki,Privatperson,"Wirtschaft, Politik"
506,Instagram,Technologie,Endlich wieder einen Vortrag über faire Löhne.,Publikum mit bunten Lichtern,neutral,#innovation #digitalisierung #blockchain,Partei,"Essen, Politik"
507,Facebook,Essen,Viele Menschen demonstrieren für eine Diskussion zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#jamsession #blockchain #citytrip,Influencer,"Politik, Klima"
508,Instagram,Reisen,Endlich wieder einen Workshop zu Demokratie.,Publikum mit bunten Lichtern,negativ,#meerliebe #citytrip,Privatperson,"Wirtschaft, Essen"
509,Instagram,Bildung,Endlich wieder eine Diskussion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#wissen #bildungfüralle,Privatperson,"Essen, Politik"
510,Facebook,Klima,Endlich wieder ein Treffen mit Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#klettern #musikliebe #bandlife,NGO,"Wirtschaft, Bildung"
511,TikTok,Musik,Ein Erlebnis in einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#beats #chor #vinyl #jamsession,Influencer,"Bildung, Essen"
512,Facebook,Essen,Viele Menschen demonstrieren für eine Aktion zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,negativ,#klimapolitik #bildungfüralle #uni,Influencer,"Klima, Sport"
513,Facebook,Reisen,Heute gab es eine Demo für Klimaschutz.,Publikum mit bunten Lichtern,positiv,#bergliebe #wanderlust,Privatperson,"Reisen, Musik"
514,Instagram,Klima,Gemeinsam für eine Diskussion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#musikliebe #klettern #beats,Partei,"Klima, Essen"
515,TikTok,Musik,Wir brauchen dringend ein Konzert in mehr Fahrradwege.,Publikum mit bunten Lichtern,positiv,#vinyl #konzert #bandlife,NGO,"Musik, Bildung"
516,TikTok,Wirtschaft,Heute gab es eine Demo für soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,negativ,#bildungfüralle #skaten #klimapolitik,Unternehmen,"Klima, Politik"
517,Facebook,Essen,Viele Menschen demonstrieren für eine Diskussion zu faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#radfahren #digitalisierung #lernen,Influencer,"Musik, Essen"
518,Instagram,Musik,Gemeinsam für eine Diskussion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#bandlife #chor #musikliebe,NGO,"Essen, Musik"
519,Facebook,Bildung,Wir brauchen dringend eine Diskussion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#uni #vortrag,Influencer,"Technologie, Bildung"
520,Instagram,Wirtschaft,Viele Menschen demonstrieren für eine Diskussion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#wanderlust #konzert #chor,Influencer,"Bildung, Sport"
521,Facebook,Technologie,Heute gab es ein Treffen mit kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#startups #digitalisierung,NGO,"Politik, Bildung"
522,Facebook,Sport,Heute gab es ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#skaten #radfahren #basketball #fussball,Privatperson,"Technologie, Politik"
523,TikTok,Bildung,Viele Menschen demonstrieren für eine Wanderung durch Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,neutral,#bildungfüralle #schule,Unternehmen,"Essen, Musik"
524,TikTok,Bildung,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#uni #schule #lernen,Influencer,"Technologie, Bildung"
525,TikTok,Politik,So sieht ein Konzert in kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#klimapolitik #wahlen #gerechtigkeit,Privatperson,"Technologie, Musik"
526,TikTok,Bildung,Ein Erlebnis in ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#wissen #uni #bildungfüralle #vortrag,Influencer,"Essen, Bildung"
527,Instagram,Politik,Ich war gestern bei eine Diskussion zu faire Löhne.,Zelt mit Transparenten im Stadtpark,negativ,#wahlen #klimapolitik #engagement #gerechtigkeit,NGO,"Bildung, Reisen"
528,Facebook,Essen,So sieht eine Diskussion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#vortrag #beats #lernen,Unternehmen,"Essen, Technologie"
529,Facebook,Klima,Viele Menschen demonstrieren für eine Aktion zu gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#radfahren #robotik #skaten,Influencer,"Politik, Musik"
530,Instagram,Reisen,So sieht einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wanderlust #roadtrip,Unternehmen,"Wirtschaft, Bildung"
531,Instagram,Klima,Gemeinsam für eine Wanderung durch digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#bandlife #uni #citytrip,Influencer,"Sport, Musik"
532,Facebook,Politik,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#engagement #wahlen #meinemeinung #gerechtigkeit,Privatperson,"Reisen, Technologie"
533,TikTok,Politik,Ein Erlebnis in eine Aktion zu Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#engagement #demokratie #wahlen #klimapolitik,Privatperson,"Wirtschaft, Technologie"
534,TikTok,Musik,Gemeinsam für eine Diskussion zu soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#konzert #vinyl #musikliebe,Partei,"Reisen, Politik"
535,TikTok,Klima,So sieht einen Workshop zu Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#chor #meinemeinung #gerechtigkeit,Influencer,"Bildung, Klima"
536,TikTok,Reisen,Endlich wieder eine Diskussion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,negativ,#meerliebe #abenteuer #roadtrip,Unternehmen,"Klima, Musik"
537,TikTok,Technologie,Ich war gestern bei ein Konzert in Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#innovation #robotik #blockchain #startups,Partei,"Bildung, Reisen"
538,Facebook,Sport,Wir brauchen dringend eine Wanderung durch Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#radfahren #basketball #klettern,Influencer,"Essen, Wirtschaft"
539,Instagram,Wirtschaft,Ich war gestern bei eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,positiv,#ki #gerechtigkeit #demokratie,Partei,"Politik, Musik"
540,Facebook,Klima,Heute gab es eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#vortrag #chor #konzert,Influencer,"Klima, Sport"
541,Facebook,Bildung,Gemeinsam für einen Workshop zu mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#uni #bildungfüralle #lernen #vortrag,Privatperson,"Bildung, Technologie"
542,Facebook,Musik,Wir brauchen dringend eine Diskussion zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#bandlife #musikliebe,Influencer,"Wirtschaft, Bildung"
543,Facebook,Bildung,So sieht eine Wanderung durch digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#schule #vortrag #lernen #bildungfüralle,Partei,"Sport, Wirtschaft"
544,Instagram,Sport,Endlich wieder eine Demo für Demokratie.,eine Bühne mit Rednerin im Rampenlicht,negativ,#basketball #fussball #radfahren #fitness,Unternehmen,"Bildung, Musik"
545,TikTok,Wirtschaft,Ich war gestern bei eine Diskussion zu Bildung.,Kind mit Buch auf einer Wiese,negativ,#startups #konzert #wanderlust,Influencer,"Wirtschaft, Sport"
546,Facebook,Musik,So sieht eine Wanderung durch Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#chor #konzert #bandlife,Influencer,"Sport, Wirtschaft"
547,TikTok,Wirtschaft,Viele Menschen demonstrieren für einen Vortrag über kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#startups #uni #gerechtigkeit,Influencer,"Wirtschaft, Klima"
548,Instagram,Wirtschaft,Gemeinsam für ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#vinyl #meinemeinung #robotik,Privatperson,"Essen, Bildung"
549,Instagram,Technologie,So sieht eine Demo für faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#digitalisierung #innovation #ki #robotik,Privatperson,"Sport, Essen"
550,Facebook,Essen,Ich war gestern bei eine Aktion zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#meerliebe #musikliebe #fussball,Privatperson,"Sport, Wirtschaft"
551,TikTok,Musik,Ein Erlebnis in eine Wanderung durch gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#musikliebe #jamsession #konzert #chor,Influencer,"Reisen, Sport"
552,Facebook,Wirtschaft,Ich war gestern bei einen Workshop zu Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#klimapolitik #demokratie #ki,Partei,"Wirtschaft, Sport"
553,Facebook,Wirtschaft,Wir brauchen dringend einen Workshop zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#engagement #jamsession #abenteuer,NGO,"Sport, Essen"
554,TikTok,Politik,Ein Erlebnis in eine Wanderung durch Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#gerechtigkeit #engagement,Privatperson,"Wirtschaft, Reisen"
555,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,positiv,#blockchain #digitalisierung #innovation,Privatperson,"Bildung, Politik"
556,TikTok,Wirtschaft,Wir brauchen dringend eine Aktion zu Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#gerechtigkeit #meinemeinung #engagement,Privatperson,"Wirtschaft, Bildung"
557,TikTok,Reisen,So sieht einen Workshop zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#meerliebe #citytrip #bergliebe,Privatperson,"Reisen, Essen"
558,TikTok,Essen,Wir brauchen dringend ein Konzert in digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#klimapolitik #vinyl #startups,Influencer,"Reisen, Politik"
559,Facebook,Reisen,Ein Erlebnis in einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#roadtrip #abenteuer #wanderlust,NGO,"Bildung, Sport"
560,Instagram,Essen,Gemeinsam für eine Wanderung durch Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#gerechtigkeit #citytrip #blockchain,Influencer,"Sport, Musik"
561,Instagram,Wirtschaft,So sieht ein Treffen mit Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#citytrip #wahlen #gerechtigkeit,Privatperson,"Technologie, Politik"
562,Instagram,Reisen,Gemeinsam für einen Workshop zu digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#wanderlust #roadtrip,Influencer,"Sport, Essen"
563,TikTok,Sport,Gemeinsam für einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#radfahren #fussball #basketball #fitness,Privatperson,"Technologie, Bildung"
564,TikTok,Sport,Endlich wieder einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#fussball #radfahren #skaten #fitness,NGO,"Musik, Technologie"
565,TikTok,Politik,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,positiv,#gerechtigkeit #demokratie,NGO,"Klima, Musik"
566,Facebook,Wirtschaft,So sieht ein Konzert in Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#marathon #bergliebe #wanderlust,Privatperson,"Musik, Klima"
567,Instagram,Technologie,Ich war gestern bei eine Diskussion zu gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#ki #startups #robotik #digitalisierung,NGO,"Musik, Klima"
568,Instagram,Bildung,Ein Erlebnis in ein Konzert in mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#vortrag #wissen #schule #bildungfüralle,Partei,"Technologie, Musik"
569,Facebook,Reisen,Ein Erlebnis in ein Konzert in Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#roadtrip #abenteuer,Influencer,"Technologie, Klima"
570,Facebook,Bildung,Heute gab es einen Vortrag über Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#bildungfüralle #wissen #vortrag #uni,Influencer,"Bildung, Musik"
571,Facebook,Bildung,Wir brauchen dringend einen Vortrag über digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,neutral,#wissen #lernen #uni #bildungfüralle,Partei,"Technologie, Bildung"
572,Facebook,Wirtschaft,So sieht ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#wissen #innovation #bandlife,NGO,"Klima, Politik"
573,Facebook,Politik,Ein Erlebnis in eine Diskussion zu Demokratie.,Menschen mit Schildern vor dem Rathaus,neutral,#engagement #klimapolitik #wahlen #meinemeinung,Privatperson,"Klima, Sport"
574,Instagram,Musik,Heute gab es eine Demo für Demokratie.,Publikum mit bunten Lichtern,positiv,#beats #jamsession #konzert,Partei,"Politik, Klima"
575,TikTok,Sport,Ich war gestern bei eine Wanderung durch Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#skaten #radfahren #fitness,Partei,"Bildung, Politik"
576,Facebook,Sport,Endlich wieder einen Workshop zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,negativ,#radfahren #fitness,NGO,"Politik, Essen"
577,Instagram,Musik,Ein Erlebnis in einen Vortrag über Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#bandlife #jamsession #konzert,Privatperson,"Musik, Essen"
578,TikTok,Technologie,Wir brauchen dringend eine Diskussion zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#digitalisierung #innovation,Partei,"Sport, Wirtschaft"
579,TikTok,Sport,Ein Erlebnis in einen Workshop zu Klimaschutz.,Kind mit Buch auf einer Wiese,negativ,#fussball #fitness,NGO,"Bildung, Klima"
580,TikTok,Technologie,Ein Erlebnis in eine Aktion zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#innovation #blockchain #robotik #digitalisierung,Partei,"Wirtschaft, Klima"
